"title, publication, authors, date, year, month, url, content"
Missed Connections: 1969 Humanitarian Trip To Africa : NPR,www.npr.org,sports.yahoo.com,04-21-2019,2019,4,https://www.npr.org/2019/04/21/715616280/missed-connections-1969-humanitarian-trip-to-africa?utm_medium=RSS&utm_campaign=storiesfromnpr,Arts & Life Missed Connections: 1969 Humanitarian Trip To Africa Missed Connections: 1969 Humanitarian Trip To Africa Audio will be available later today. 
WalletHub CEO: Growing Credit Card Debt Is An Economic Warning Sign : NPR,www.npr.org,,04-21-2019,2019,4,https://www.npr.org/2019/04/21/715616207/wallethub-ceo-growing-credit-card-debt-is-an-economic-warning-sign,"NPR's Lulu Garcia-Navarro speaks with Odysseas Papadimitriou, CEO of WalletHub, about growing credit card debt and what it means for the economy.
LULU GARCIA-NAVARRO, HOST:
The U.S. economy is going strong with record low unemployment, but that's not the whole story. Many Americans got smaller tax refunds this year. Wage growth is stagnant. And credit card debt is on the rise.
ODYSSEAS PAPADIMITRIOU: There is a significant group of our society that is kind of left behind.
GARCIA-NAVARRO: That's Odysseas Papadimitriou, CEO of the personal finance website WalletHub. We've heard about credit card debt being a problem for middle and working classes before, but it's now become an issue for the upper-middle class. Papadimitriou says they're in the sweet spot for this type of easy lending.
PAPADIMITRIOU: It is the consumer group that wants to take on some additional debt and also has the income and the assets to justify so.
GARCIA-NAVARRO: On top of that, recent numbers show that people approaching retirement age are also accruing larger amounts of credit card debt.
PAPADIMITRIOU: You know, they're away from retirement enough years to feel like, I will make up for it later on. Let me go and make this purchase. And then they end up later on in retirement with credit card debt.
GARCIA-NAVARRO: Credit card debt is at its highest level since 2008. WalletHub is projecting that each U.S. household will have an average of $9,300 in credit card debt by the end of the year. And Papadimitriou believes it's hitting a breaking point.
PAPADIMITRIOU: We start defaulting. Credit card companies stop lending. More people get into trouble. Interest rates go up. Penalty fees go up. And you get into a vicious cycle...
GARCIA-NAVARRO: That could have larger repercussions.
PAPADIMITRIOU: ...Which is, obviously, negative for the economy as well with spending power going down.
GARCIA-NAVARRO: The level of credit card debt is one economic warning sign. But Papadimitriou worries that lawmakers and consumers aren't taking it seriously. He says it could take the threat of a recession to get them to act.
PAPADIMITRIOU: We'll be going into a recession the next couple of years. I think the question is, when? If that recession comes before the election, I think, absolutely, it's going to be a major political headwind, if you will. If it comes afterwards, it's going to benefit, I think, the current administration.
GARCIA-NAVARRO: His advice - just because you have credit available to you doesn't mean you should use it.
(SOUNDBITE OF MUSIC)
Copyright © 2019 NPR. All rights reserved. Visit our website terms of use and permissions pages at www.npr.org for further information.
NPR transcripts are created on a rush deadline by Verb8tm, Inc. , an NPR contractor, and produced using a proprietary transcription process developed with NPR. This text may not be in its final form and may be updated or revised in the future. Accuracy and availability may vary. The authoritative record of NPR’s programming is the audio record."
"At Least 130 Killed, Hundreds Injured In Sri Lanka Bombings",www.npr.org,npr.org,04-21-2019,2019,4,https://www.npr.org/2019/04/21/715664070/at-least-130-killed-hundreds-injured-in-sri-lanka-bombings,"At Least 130 Killed, Hundreds Injured In Sri Lanka Bombings At Least 130 Killed, Hundreds Injured In Sri Lanka Bombings Embed Embed
At least 130 people have been killed in coordinated bombings in Sri Lanka that targeted luxury hotels and churches, as people gathered for Easter services.
LULU GARCIA-NAVARRO, HOST:
Sri Lankan authorities say at least 190 have been killed and hundreds more wounded in eight blasts across the country. The bombs targeted luxury hotels and churches as people gathered for Easter services. A curfew has now been imposed. Here to discuss the latest news is NPR's Lauren Frayer, who joins us from Mumbai.
Lauren, what are you hearing from Colombo?
LAUREN FRAYER, BYLINE: Yeah. So as - the curfew has been imposed, as you said. Monday and Tuesday have been declared government holidays. That means offices and schools will be closed. Security is tightening around the country. We're seeing SWAT teams with these massive guns putting up security cordons around the capital, Colombo. They're searching buildings, and we're just getting word of seven arrests - no word on who those people are. Also, social media is shut down. Authorities are taking no chances about the terrorists, you know, using the Internet to communicate.
These blasts, as you mentioned, hit churches when they were most packed, on Easter Sunday - Easter services. One church put out a notice on Facebook for relatives to come and rescue their loved ones in the debris. Local TV is showing footage of parishioners carrying out bodies of wounded people. Meanwhile, behind them, the church pews are smeared with blood, debris everywhere. The roof of one church was partially blown off.
And it's not just the churches. There are also five-star hotels that have been hit, windows blown out at one. And the foreign minister has just given us an update; at least 27 foreigners are among those killed.
GARCIA-NAVARRO: And we've been getting reaction. President Trump has tweeted his condolences. And there's reaction coming in from around the world on this Easter Sunday. Tell us what you've heard.
FRAYER: Right. So this footage is just so disturbing. And so people in other time zones are waking up to the horror of this and sending in these messages of shock and condemnation. President Trump, as you mentioned, tweeted heartfelt condolences. He said, quote, ""we stand ready to help"" - exclamation point. Also, messages are coming in from European leaders and the prime minister of New Zealand, which sadly just suffered attacks on some of its own places of worship - mosques - last month. Pope Francis spoke at St. Peter's Square in Rome. He said he wants to express his affectionate closeness to the Christian community in Sri Lanka and to the victims there.
GARCIA-NAVARRO: Lauren, can you give us some background? There was a long civil war in Sri Lanka, which ended in 2009. What is the context for these attacks?
FRAYER: That's right. So what's sad is that Sri Lanka was just about to celebrate 10 years of peace - almost to the day - since that civil war ended. It was a bloody war; it lasted 26 years. Sri Lanka is a mostly Buddhist country - about 70 percent. It also has significant religious minorities - Hindus, Muslims and Christians.
And the war involved a separatist insurgency of ethnic minority Tamils. One of their groups was called the Tamil Tigers; you may remember that group. And they were fighting for independence from the Buddhist majority. The war was so bloody. Many tens of thousands of people were killed. And back then, blasts like this did happen pretty regularly at shopping malls, at temples, at tourist hotels. But this has not been the norm in Sri Lanka for a long, long while. And the prime minister says he worries that this - these attacks today are going to trigger instability.
GARCIA-NAVARRO: That's NPR's Lauren Frayer.
Thank you so much.
FRAYER: You're welcome, Lulu. Copyright © 2019 NPR. All rights reserved. Visit our website terms of use and permissions pages at www.npr.org for further information. NPR transcripts are created on a rush deadline by Verb8tm, Inc. , an NPR contractor, and produced using a proprietary transcription process developed with NPR. This text may not be in its final form and may be updated or revised in the future. Accuracy and availability may vary. The authoritative record of NPR’s programming is the audio record. Facebook"
Notre Dame Cathedral Fire Leaves Centuries-Old Organ Damaged : Deceptive Cadence,www.npr.org,npr.org,04-21-2019,2019,4,https://www.npr.org/sections/deceptivecadence/2019/04/21/715271953/after-the-flames-notre-dames-centuries-old-organ-may-never-be-the-same-again,"Enlarge this image The pipe organ of Notre Dame cathedral in Paris, one of the most famous in the world, was spared from the cathedral fire on April 15, but major restoration needs to be done on the instrument. Stephane de Sakutin/AFP/Getty Images Stephane de Sakutin/AFP/Getty Images The pipe organ of Notre Dame cathedral in Paris, one of the most famous in the world, was spared from the cathedral fire on April 15, but major restoration needs to be done on the instrument.
Stephane de Sakutin/AFP/Getty Images Olivier Latry, one of the chief organists at Notre Dame Cathedral, was the last artist to record on the famous instrument before the catastrophic fire on April 15 that damaged the church and caused its spire to collapse. This pipe organ is the largest in France and dates back centuries. Though it was spared from the flames, it will still require extensive renovation.
Europe Notre Dame Cathedral Fire Extinguished; Spire Collapsed, Towers Still Standing Latry has been a chief organist at Notre Dame since 1985, and he played the organ to record his album, Bach to the Future, over the course of several late nights this past January, when the church was free of tourists and worshippers. On the day of the fire, Latry recalls getting SMS messages from friends that Notre Dame was burning and not believing it. For Latry, the shock still hasn't completely set in.
""We were just terrified, absolutely terrified,"" he says. ""This is probably the most famous organ in the world.""
Enlarge this image Olivier Latry has been a chief organist at Notre Dame since 1985. Jean-Francois Badias/Courtesy of the artist Jean-Francois Badias/Courtesy of the artist Olivier Latry has been a chief organist at Notre Dame since 1985.
Jean-Francois Badias/Courtesy of the artist The current instrument was built by Aristide Cavaillé-Coll during the 19th century, and some pipes, from previous organs, date back centuries. Latry says the organ pipes themselves — some 8,000 of them — were not severely damaged. The main issues may be fixing the water damage to the organ's wind chest from when firefighters put out the blaze.
""It's the box where it provides air on the pipes,"" he says. ""So we have to check all of those things. And, of course, the electric system. ... The organ has an electric system, which was installed in the last restoration, and as you know, electricity and water doesn't work together.""
The staff members of Notre Dame are still figuring out how they will make these repairs. They may have to take apart the organ — that's normally done by hoisting it up on a pulley attached to the roof, which is now gone."
WalletHub CEO: Growing Credit Card Debt Is An Economic Warning Sign : NPR,www.npr.org,sports.yahoo.com,04-21-2019,2019,4,https://www.npr.org/2019/04/21/715616207/wallethub-ceo-growing-credit-card-debt-is-an-economic-warning-sign?utm_medium=RSS&utm_campaign=weekendeditionsunday,Economy WalletHub CEO: Growing Credit Card Debt Is An Economic Warning Sign WalletHub CEO: Growing Credit Card Debt Is An Economic Warning Sign Audio will be available later today. 
Remembering Northern Ireland Journalist Lyra McKee : NPR,www.npr.org,sports.yahoo.com,04-21-2019,2019,4,https://www.npr.org/2019/04/21/715616252/remembering-northern-ireland-journalist-lyra-mckee?utm_medium=RSS&utm_campaign=storiesfromnpr,Europe Remembering Northern Ireland Journalist Lyra McKee Remembering Northern Ireland Journalist Lyra McKee Audio will be available later today. 
Former Astronaut On Watching For Life-Destroying Objects From Space : NPR,www.npr.org,,04-21-2019,2019,4,https://www.npr.org/2019/04/21/715616231/former-astronaut-on-watching-for-life-destroying-objects-from-space,"Former Astronaut On Watching For Life-Destroying Objects From Space Former Astronaut On Watching For Life-Destroying Objects From Space Embed Embed
NPR's Lulu Garcia-Navarro talks to former astronaut Ed Lu, who co-founded a planetary defense nonprofit, about a meteor that exploded with the energy of 10 atomic bombs over the Bering Sea.
LULU GARCIA-NAVARRO, HOST:
This is Lulu's log - star date April 21, 2019 - where we explore matters of space, the stars and the universe.
(SOUNDBITE OF MUSIC)
GARCIA-NAVARRO: A meteor exploded over the Bering Sea between Russia and Alaska at the end of last year with the energy of 10 atomic bombs. It happened with no warning whatsoever. And we only just learned of it. Former Astronaut Ed Lu keeps a close eye on objects that might collide with the earth. He's the executive director of B612, an organization that works to protect the Earth from asteroid impacts and other planetary defense issues. Thank you so much for joining us.
ED LU: Thank you.
GARCIA-NAVARRO: So we only just learned of this meteor because NASA only just now put up the information on its website. That's pretty worrying, I must say.
LU: Well, actually, the incident was observed right away.
GARCIA-NAVARRO: Right.
LU: It's just that it was observed not by NASA but originally by a network of sensors used to detect atomic bomb explosions or nuclear-weapons tests around the world.
GARCIA-NAVARRO: Typically, how much notice do space agencies or observatories get about meteor or asteroid strikes?
LU: The typical notice for asteroid impacts on Earth is zero.
GARCIA-NAVARRO: Zero.
LU: And that's because the vast majority of asteroids are still untracked. This particular asteroid was quite small. It was only about 30 feet across. And the vast, vast majority of asteroids that small are not tracked.
GARCIA-NAVARRO: This landed in the sea. But if it had landed somewhere else, on land, I mean, how much damage could it have caused, just to give us some perspective?
LU: To give an example of the kind of thing that can happen - just about six years ago, in 2013, we had an asteroid a little bit larger that exploded near the Russian city of Chelyabinsk. And its shockwave blew out many, many thousands of windows in the Russian - in Chelyabinsk, collapsed, I think - I believe it was seven buildings and sent about 1,500 people to the hospital. And that explosion was luckily about 40 kilometers away from the city. So had that happened over the city, it could've been quite bad.
GARCIA-NAVARRO: So you were an astronaut. And now you've founded this organization keeping an eye out for life-destroying objects from space. What's the connection there? Why did you decide to found this organization after you went out into space?
LU: Well, the interesting thing about looking at the Earth and the moon from the vantage point of being out there in space for a long period of time is that you look at the craters on the moon. And you look at the Earth. And you look back and forth. And you realize that there are more craters - or there are more impacts on Earth than there have been on the moon. You just don't see the craters as much because we have an atmosphere. And we have water and continents and weather and so on that erase older craters. But the fact of the matter is that the earth does get hit more than the moon. And we do have the technology to both find and track these asteroids and to deflect them. And it felt to me and a number of my co-founders that that is something that we ought to do because we do know that the Earth has been hit in the past by very large asteroid impacts that have changed the evolution of life here on this planet. In fact, we humans today are here because an asteroid killed off all the dinosaurs.
GARCIA-NAVARRO: So what can be done to protect the planet? What would you like to see happen - briefly?
LU: Well, the first thing you have to do is simply mapping the locations of all the asteroids where they are and where they're going because that will tell you which, if any of these things, are a danger to the Earth. Once you know that an asteroid is going to hit the Earth, say, 10, 20, 30 years from now - and that's - that would be the goal, decades of advanced notice. You only need to give a tiny nudge to an asteroid to keep it from hitting the Earth. And in fact, NASA is about to do a test deflection on an asteroid that's coming nowhere near the Earth to show how you can simply run into it with a small spacecraft and that that is sufficient in most cases to give the tiny impulse you need to make an asteroid miss the Earth. If you have enough notice.
GARCIA-NAVARRO: Former astronaut Ed Lu, executive director of B612, thank you so much.
LU: Thank you for your time. Copyright © 2019 NPR. All rights reserved. Visit our website terms of use and permissions pages at www.npr.org for further information. NPR transcripts are created on a rush deadline by Verb8tm, Inc. , an NPR contractor, and produced using a proprietary transcription process developed with NPR. This text may not be in its final form and may be updated or revised in the future. Accuracy and availability may vary. The authoritative record of NPR’s programming is the audio record. Facebook"
New Campaign Would Allow Cryptocurrency Donations To Be Distributed To Venezuelans : NPR,www.npr.org,,04-21-2019,2019,4,https://www.npr.org/2019/04/21/715616224/new-campaign-would-allow-cryptocurrency-donations-to-be-distributed-to-venezuela,"A new humanitarian aid campaign is trying to enable Venezuelans to use cryptocurrency instead of cash. NPR's Lulu Garcia-Navarro speaks with professor Steve Hanke, who is leading the campaign.
LULU GARCIA-NAVARRO, HOST:
How can you distribute humanitarian aid safely and efficiently, especially to places like Venezuela, where physical cargo, such as food aid and medical supplies, are stopped at the border and the national currency, the bolivar, suffers from devaluation and hyperinflation? Steve Hanke, a professor of applied economics at Johns Hopkins University, is leading a new campaign called Airdrop Venezuela. The campaign would allow cryptocurrency donations to be distributed to Venezuelans that they can use to purchase goods. Professor Hanke joins us now.
Welcome.
STEVE HANKE: Good to be with you.
GARCIA-NAVARRO: So before we begin, we have to say that you served as an economic adviser to former Venezuelan president Rafael Caldera between 1995 and '96. And you're also part of the board of AirTM, an online currency exchange company whose existing platform you're using for this campaign. So tell us, how would it work? How many people receive these donations? And how will they be able to use it?
HANKE: Well, our objective is to have 100,000 people verified that would qualify to receive donations. Right now we're at 60,000. We've collected $272,000 to date, and the objective is to get to $1 million. So we'll have $1 million, and we'll have 100,000 Venezuelans receiving equal portions of that. And we'll probably be delivering in August.
GARCIA-NAVARRO: Yeah. How does it work?
HANKE: You donate a cryptocurrency to the campaign, and that cryptocurrency goes to the AirTM platform and is distributed to wallets of the qualified Venezuelans.
GARCIA-NAVARRO: The wallets - you mean their phones.
HANKE: Their phones, yes.
GARCIA-NAVARRO: Obviously, there are challenges to cryptocurrency. How would this practically work, though? Could people actually use this to buy the things that they need?
HANKE: Well, this is what most people probably will do - go to the AirTM platform and exchange the cryptocurrencies that they've received in their wallet for real money that they can use to buy things. And the real money would, in most cases, be U.S. dollars. When the currency in your country is literally melting in your hand and - knowing that, the key is getting people hard currency that they can actually use to purchase something. And so that was the general attraction. And the technology of using this Internet platform is just what the doctor ordered.
GARCIA-NAVARRO: AirTM's CEO Ruben Galindo told the Miami Herald he hopes he can work with opposition leader Juan Guaido in the future. So I guess the wider question is, are the intentions of the project purely humanitarian or also partly political?
HANKE: No, they're purely humanitarian at this point. And these are private - the private exchanges that are going on. And there's really no particular political motivation. It's just to help people to give them some purchasing power. The money comes from private donations.
GARCIA-NAVARRO: And I guess my last question is if this works and this is effective, where do you see this headed?
HANKE: This will be a demonstration of how relief agencies all around the world can easily deliver aid and relief to people in need. You won't have to drive a pickup truck around filled with cash that you're giving away or filled with medicine or clothing or food. That's an inefficient and unsafe way to do things. You'll have a very safe way to do it. I think it will be the - a - really, a new thing.
GARCIA-NAVARRO: Steve Hanke is a professor of applied economics at Johns Hopkins University.
Thank you so much.
HANKE: Thank you.
Copyright © 2019 NPR. All rights reserved. Visit our website terms of use and permissions pages at www.npr.org for further information.
NPR transcripts are created on a rush deadline by Verb8tm, Inc. , an NPR contractor, and produced using a proprietary transcription process developed with NPR. This text may not be in its final form and may be updated or revised in the future. Accuracy and availability may vary. The authoritative record of NPR’s programming is the audio record."
"After Mueller Report, What Are The Next Steps For Lawmakers? : NPR",www.npr.org,sports.yahoo.com,04-21-2019,2019,4,https://www.npr.org/2019/04/21/715616245/after-mueller-report-what-are-the-next-steps-for-lawmakers?utm_medium=RSS&utm_campaign=weekendeditionsunday,"NPR subscribe to NPR Politics Podcast podcast NPR One Apple Podcasts Google Podcasts Pocket Casts Spotify RSS link Politics After Mueller Report, What Are The Next Steps For Lawmakers? After Mueller Report, What Are The Next Steps For Lawmakers? Audio will be available later today. "
"Louisiana Reverend Focused On Rebuilding Church, Community After Arson Attacks",www.npr.org,npr.org,04-21-2019,2019,4,https://www.npr.org/2019/04/21/715616266/louisiana-reverend-focused-on-rebuilding-church-community-after-arson-attacks,"Louisiana Reverend Focused On Rebuilding Church, Community After Arson Attacks Louisiana Reverend Focused On Rebuilding Church, Community After Arson Attacks Embed Embed
NPR's Lulu Garcia-Navarro speaks with Reverend Gerald Toussaint of Mount Pleasant Baptist Church. His church was one of three historically black churches that were burned down in arson attacks.
LULU GARCIA-NAVARRO, HOST:
A crowdfunding drive to raise money to rebuild three black Louisiana churches destroyed by fire has raised more than $2 million. The son of a local sheriff's deputy has been charged with arson and hate crimes in the case. For the pastors of these churches, this Holy Week has been a time for guiding their members through difficult times. Reverend Gerald Toussaint is pastor of Mount Pleasant Baptist Church in St. Landry Parish. And he joins us now.
Good morning.
GERALD TOUSSAINT: Good morning.
GARCIA-NAVARRO: Could I ask you to start by taking us back to April 4? Where were you when you heard the news?
TOUSSAINT: I was on my way to work. And my wife calls me. And she says, Mount Pleasant - they say - told me Mount Pleasant is on fire. I said, oh, no. So I turned around and went to the church. And it was on fire. It was almost gone.
GARCIA-NAVARRO: That must have been hard, considering that your family has ties to these churches going back decades.
TOUSSAINT: Well, yeah. My daddy pastored for 21 years. And I've probably been there for 13 years.
GARCIA-NAVARRO: As we mentioned, there hasn't been a trial or conviction yet. But there's a long history in this country of attacks on black churches. As someone who knows your community well, did these fires come as a surprise?
TOUSSAINT: It came as a surprise to us because we didn't think - expect none of that going on around here because we're a community of people that stand together. And I don't know if it's really racial or spiritual - just after the black church, after the church in general. I really don't know. But I know that the way that the country has been going lately, people have been emboldened to do things they had never done before in a long - well, in a long time.
GARCIA-NAVARRO: This past week, as you know, the world's attention was captivated by the fire in Paris at Notre Dame. I understand it was after that that the money started flowing in to help your churches rebuild. How did it feel to see the sudden increase in support?
TOUSSAINT: I understand Notre Dame. And I - it's a hurtful thing to see any church anywhere be burned. But to my understanding, Notre Dame was an accident. Our church was intentional. Someone took time to set fire to three churches in St. Landry Parish. And for us to forget about it, to let it go - every church that's open in the name of our Lord and savior Jesus Christ is important because some reach a large crowd, but some reach a small community. And that's what our churches are. We still need to hear the word too.
GARCIA-NAVARRO: Reverend, what do you think should happen now? I understand you and your congregation have talked about forgiveness for the alleged arsonist.
TOUSSAINT: Yeah. We got to forgive him. I feel for him because, oh, he's so young. He don't know nothing about the civil rights movement. He doesn't know nothing about lynching. He doesn't know nothing about racial violence. He don't know that. That young man is 21 years old. What does he know? - only what people feed him - hatred and envy and strife. And if you keep feeding people with that, then it's going to turn into a whole lot worse than three churches.
GARCIA-NAVARRO: Easter Sunday is about resurrection, rebirth. What is next for your church?
TOUSSAINT: Rebuilding because that's what Jesus does. He rebuilds lives that have been torn apart. He rebuilds. And that's what we're going to do.
GARCIA-NAVARRO: That's Reverend Gerald Toussaint, pastor of Mount Pleasant Baptist Church in St. Landry Parish, La.
Thank you very much.
TOUSSAINT: God bless you. Have a Happy Easter. "
