title, publication, authors, date, year, month, url, content
Resignation of Homeland Security's acting deputy secretary continues Trump shakeup,www.foxnews.com,Gregg Re,04-10-2019,2019,4,https://www.foxnews.com/politics/trumps-homeland-security-shakeup-continues-with-acting-deputy-secretarys-abrupt-resignation,"Claire Grady was technically the next in line to replace Kirstjen Nielsen, who resigned Sunday. But Trump chose Kevin McAleenan, the head of Customs and Border Protection, as acting secretary. That meant Grady had to resign or be fired. Two officials with direct knowledge of the decision, speaking anonymously to The Associated Press, said Grady was pressed to quit.
Claire Grady official DHS portrait.
In a series of tweets on Tuesday, Nielsen said Grady had offered her resignation, writing that ""her sound leadership and effective oversight have impacted every DHS office and employee and made us stronger as a Department.""
Nielsen added: ""I am thankful for Claire’s expertise, dedication & friendship & am filled w gratitude for her exemplary service to DHS & to our country. I wish her all the best in her future endeavors.""
Grady is a longtime civil servant with more than 28 years&apos; experience at the Departments of Defense and Homeland Security.
On Monday, in another DHS shakeup, officials said Secret Service Director Randolph Alles was stepping down.
Sources told Fox News on Monday that Alles was notified 10 days ago to ""prepare an exit plan,"" in a signal that a transition in leadership at Homeland Security was imminent.
Trump has long signaled his displeasure with the rising number of illegal immigrants attempting to enter the country. The U.S. Border Patrol this week said it has set a new monthly record for apprehensions of families at the southern border, driven primarily by a surge of parents and children leaving Central America.
In this June 25, 2018, image Border Patrol agents load a migrant from Guatemala into a van after he was caught trying to enter the United States illegally in Hidalgo, Texas. (AP Photo/David J. Phillip, file)
The agency said Tuesday that it apprehended 92,607 people at the U.S.-Mexico border in March.
Just over 53,000 of the people apprehended were parents and children traveling together, which the Border Patrol refers to as ""family units."" That breaks a record set in February, when the agency apprehended 36,000 parents and children. Another 8,975 were children traveling alone.
The large numbers of families have forced many line agents into humanitarian roles and have strained detention facilities built when the Border Patrol primarily apprehended single adult men.
Fox News&apos; Brooke Singman and The Associated Press contributed to this report.
Gregg Re is an editor and attorney based in Los Angeles. Follow him on Twitter @gregg_re . Trending in Politics"
"Acting Defense Secretary Patrick Shanahan says China is America's biggest threat, and southern border situation an 'emergency'",www.foxnews.com,Paulina Dedaj,04-10-2019,2019,4,https://www.foxnews.com/politics/acting-defense-secretary-patrick-shanahan-says-china-is-americas-biggest-threat-and-southern-border-situation-an-emergency,"Published 9 mins ago Acting Defense Secretary Patrick Shanahan says China is America's biggest threat, and southern border situation an 'emergency' Shanahan: The best possibility for peace in Afghanistan is at hand Acting Defense Secretary Patrick Shanahan said China is the No. 1 threat to U.S. security. He also spoke about America's immigration situation, saying that sending troops to the southern border is not an unprecedented mission. In an exclusive interview with Fox News’ Bret Baier on Tuesday, Shanahan seemed to echo President Trump's sentiment that the biggest threat America faces is the modernization of China.
“China is a threat economically and diplomatically. I think it's time we address some of these issues -- militarization of the South China Sea, the Communist Chinese Party launching cyberattacks against the U.S., theft of intellectual property, and a significant expansion of military capability.”
WHO IS PATRICK SHANAHAN? A LOOK AT TRUMP’S NEW ACTING SECRETARY OF DEFENSE
“It’s a world we need to confront.”
On another subject, Shanahan addressed the escalating tensions at the southern border, which Trump visited last week.it. He disputed reports of a tense confrontation between Trump and Kirstjen Nielsen, who resigned from her position as Homeland Security secretary over the weekend.
He also called circumstances at the border -- scene of surging numbers of asylum seekers and migrants -- as an “emergency” that calls for some focused conversation.
“I saw a lot of intensity to solve a problem, that's not tension,"" he said. ""This is a very focused effort. The border is a serious situation.”
Shanahan said it isn’t unusual that the president would ask for troops to be sent to the southern border. He noted that the two previous administrations had similar arrangements: “This isn’t a new one.”
KIRSTJEN NIELSEN MAKES FIRST PUBLIC COMMENTS AFTER RESIGNATION AS DHS BOSS
Shanahan also spoke about military strategy in the Middle East and suggested that while the U.S. is still actively “at war,” peace talks are underway. This, in spite of a Taliban attack that killed three Army soldiers on Monday.
“They gave the ultimate sacrifice for which we can never repay,” he said, offering his condolences. “We’re at war. What you see are the casualties of war. In parallel, there is a peace negotiation process, and probably the best possibility of peace in 40 years is at hand.”
Shanahan said that the DOD is exercising the “South Asia Strategy,” which requires peace talks with the Taliban to work. Video
“I'm hopeful, this is a real possibility for peace.”
He did not comment on the potential for future deployments, saying he and the president “don’t talk troop movements and we don’t talk troop levels.”
Shanahan, who was a Boeing executive, was asked whether his experience with the company affected his work as acting secretary."
"Woman, daughter arrested after body found in Arizona",www.foxnews.com,,04-10-2019,2019,4,https://www.foxnews.com/us/woman-daughter-arrested-after-body-found-in-arizona,"CRIME Published 38 mins ago Last Update 26 mins ago Woman, daughter arrested after body found in Arizona Associated Press Facebook Twitter Flipboard Print Email PRESCOTT, Ariz. – Police arrested the daughter and granddaughter of a 77-year-old Arizona woman on Tuesday after finding what they suspect is her body more than a year after her death.
Tara Aven, 46, and Briar Aven, 24, were booked into Yavapai County Jail after the body was found in a Prescott home. Authorities didn&apos;t immediately detail any possible charges against the women.
Police said the case is being investigated as a homicide and the women are considered suspects. It was unclear if either has an attorney.
Police said the mother and daughter are suspected of cashing numerous checks sent to Sandra Aven for several years.
Officers reported receiving a call from someone who said he hadn&apos;t seen Sandra Aven for a long time and was worried about her welfare.
Tara Aven and her daughter live next door to Sandra Aven and were questioned about her whereabouts.
Briar Aven initially told officers that her grandmother was out of town and unavailable. After the women gave inconsistent information, police entered Sandra Aven&apos;s home to check on her.
They found the body but it has not yet been positively identified and there was no information on a possible cause of death."
Capri Cafaro: Tim Ryan is the 2020 Democrat that Republicans should worry about,www.foxnews.com,Capri Cafaro,04-09-2019,2019,4,https://www.foxnews.com/opinion/capri-cafaro-tim-ryan-is-the-2020-democrat-that-republicans-should-worry-about,"Democratic Ohio Rep. Tim Ryan introduced himself to the nation on the daytime talk show, ""The View."" He followed his public announcement with a rally in his congressional district and an obligatory appearance on one of the Sunday shows. I’m sure there are some out there who are rolling their eyes at the prospect of yet another candidate in an already crowded Democratic primary. Even more are probably asking, “Who is Tim Ryan and why should I care?”
Tim Ryan is my congressman, and you should care because he is one of the few Democrats, if not the only one, who has a real shot taking on President Trump in a general election. I have known Tim Ryan for the better part of two decades. We are from the same county and both served our community — four years apart — in the same state Senate seat.
Before I go any further, I want to make some things very clear. Tim Ryan did not ask me to write this article. We have not discussed what I would say in this column. I did alert him to the fact that I was planning to write a piece on his presidential bid. That’s as far as it goes. So I want you to know this article is not some inside job set up by the Ryan camp. It also has nothing to do with any future political aspirations some think I have. I am simply stating my views about a candidate who I think can win and why.
Ryan has been the underdog throughout his political career. He won a seat in the state Senate by beating much more well-known and established candidates. His success was built on sheer sweat equity — by going door to door and developing a grassroots movement from scratch.
A few years later, Ryan beat a long-time incumbent for a congressional seat that changed due to redistricting. No one thought a kid under 30 was going to beat a seasoned member of Congress, but he did. Ryan’s underdog story can similarly propel him to defy the odds on the national stage.
What makes Ryan different from the rest of the Democratic field? He grew up in the heart of the American industrial Midwest. He represents communities in northeastern Ohio that voted Democrat for generations — until Donald Trump came along. Unlike many candidates who are veering to the far left, Ryan understands that the economy, education and health care are the issues that drive heartland voters.
From the first interviews of his presidential campaign, Ryan has been speaking out about the perils of China, the need to reform trade, and to invest in reinvigorating communities that have been left behind. On CBS’ ""Face The Nation,"" Ryan noted that such revitalization efforts would need a balanced partnership between the public and private sector.
A well-executed 50 state delegate strategy could spell primary victory for Ryan.
Tim is an approachable, straight-talking former football star turned public servant. Tim could be your brother, your neighbor, or your kid’s coach. He is also quick to tell you about his yoga practice and commitment to mindfulness.
In some ways, Tim Ryan is the Gen X answer to Joe Biden. He can connect with working men and women in a genuine way while understanding the nuances of 21st century American culture, politics and economic innovation. Ryan can connect with our roots while embracing our future.
Over the last few months, Democrats have gone through love affairs with a variety of presidential hopefuls, from Kamala Harris to Beto O’Rourke. I happen to think this crowded Democratic primary plays to Tim Ryan’s advantage. With so many candidates occupying the progressive corner of the party, it opens up an opportunity for someone more moderate to consolidate votes and campaign contributions from across the country — while the progressives are competing over the same slice of electoral pie. A well-executed 50 state delegate strategy could spell primary victory for Ryan.
Ryan is the Democrat best positioned to beat Trump because he is young, from the Midwest and able to win with Democrats who voted for Trump in 2016. And the GOP is already showing signs of concern about Ryan. The Republican National Committee wasted no time to take shots at him, calling Ryan a “backbencher … who has no chance of becoming president.”
It sounds like Ryan becoming president is exactly what Republicans are worried about.
Capri S. Cafaro is a former Democratic Ohio state senator. She is currently a political commentator and an executive in residence at American University. Follow her on Twitter @thehonorablecsc . Trending in Opinion"
Japan lifts evacuation in parts of Fukushima plant hometown | Fox News,www.foxnews.com,Associated Press,04-10-2019,2019,4,https://www.foxnews.com/world/japan-lifts-evacuation-in-parts-of-fukushima-plant-hometown,"Email TOKYO – Japan has partially lifted an evacuation order in one of the two hometowns of the tsunami-wrecked Fukushima nuclear plant for the first time since the 2011 disaster. The action taken Wednesday allows people to return about 40 percent of Okuma. The other hometown, Futaba, remains off-limits as are several other towns nearby.
Decontamination efforts have lowered radiation levels significantly in the area about 7 kilometers (4 miles) southwest of the plant where three reactors had meltdowns due to the damage caused by the March 2011 earthquake and tsunami.
Many former residents are reluctant to return as the complicated process to safely decommission the plant continues. Opponents of lifting the evacuation orders in long-abandoned communities say the government is promoting their return to showcase safety ahead of Tokyo Olympics. Trending in World"
Woman seen tearing down 'thin blue line' flag sought by California police,www.foxnews.com,Nicole Darrah,04-10-2019,2019,4,https://www.foxnews.com/us/thin-blue-line-flag-california,"'Thin blue line' flag torn down and tossed to the floor in a brazen act of vandalism Police in California are searching for a woman who was caught on surveillance video ripping down a ""thin blue line"" flag meant to support law enforcement. The unidentified woman was spotted on the 2400 block of Santa Clara Avenue on March 26, according to a Facebook post from the Alameda Police Department.
WISCONSIN WAITRESS GIVES POLICE OFFICERS TOUCHING NOTE AFTER COP'S TRAGIC DEATH: 'I WILL ALWAYS BACK THE BLUE'
Video footage showed the woman donning a yellow sweater or sweatshirt as she walked down a sidewalk with someone. The two passed a ""thin blue line"" flag posted outside a storefront when the woman jumped up to grab it and tried to pull it to the ground.
Before the flag hit the ground it appeared to hit her in the head. The woman then dragged the flag and tossed it on the ground nearby.
Investigators said that the woman ""later returned to further vandalize the victim's property.""
CLICK HERE TO GET THE FOX NEWS APP
The ""thin blue line"" flag that was displayed is a flag designed to show support of police and other law enforcement agencies. It's a black and white American flag with a blue line that replaces one of the 13 stripes.
Those with information that can help identify the woman are asked to contact the Alameda Police Department at 510-337-8340 and refer to case No.19-01667. Nicole Darrah covers breaking and trending news for FoxNews.com. Trending in US"
"Barr assembles 'team' to look into counterintelligence investigation on Trump campaign in 2016, official says",www.foxnews.com,,04-10-2019,2019,4,https://www.foxnews.com/politics/barr-assembles-team-to-look-into-counterintelligence-investigation-on-trump-campaign-in-2016-official-says,"Last Update 10 hours ago Barr assembles 'team' to look into counterintelligence investigation on Trump campaign in 2016, official says Attorney General Barr says he will release a redacted version of the Mueller report Barr testifies as Mueller report release approaches; Catherine Herridge reports from Capitol Hill. Attorney General William Barr has assembled a ""team"" to investigate the origins of the FBI's counterintelligence investigation into the Trump campaign, an administration official briefed on the situation told Fox News on Tuesday. Republicans repeatedly have called for a thorough investigation of the FBI's intelligence practices and the basis of the since-discredited Russian collusion narrative following the conclusion of Special Counsel Robert Mueller's probe -- and they now appear to have assurances that a comprehensive review was underway.
The FBI's July 2016 counterintelligence investigation was formally opened by anti-Trump former FBI agent Peter Strzok. Ex-FBI counsel Lisa Page, with whom Strzok was romantically involved , revealed during a closed-door congressional interview that the FBI “knew so little” about whether allegations against the Trump campaign were “true or not true” at the time they opened the probe, noting they had just “a paucity of evidence because we are just starting down the path” of vetting the allegations.
GOHMERT UNLOADS ON 'SMIRKING' STRZOK, ASKS IF HE LIED TO CONGRESS LIKE HE LIED TO HIS WIFE WHILE CHEATING ON HER
Page later said that it was “entirely common” that the FBI would begin a counterintelligence investigation with just a “small amount of evidence.”
Former FBI Director James Comey would testify later that when agency initiated its counterintelligence probe into possible collusion between Trump campaign officials and the Russian government, investigators ""didn't know whether we had anything"" and that ""in fact, when I was fired as director [in May 2017], I still didn't know whether there was anything to it.""
President Trump greeting then-FBI Director James Comey at the White House on January 22, 2017. (Reuters, File)
Barr told lawmakers at a contentious hearing earlier Tuesday that he was reviewing the bureau's “conduct” in particular during the summer of 2016. The attorney general's explosive testimony marked his first Capitol Hill appearance since he revealed the central findings of Mueller’s investigation, and he indicated the full report -- with redactions -- would be made public within the week.
Mueller's investigation completed last month without securing the indictment of a single American for collusion with Russia or obstruction of justice, ""despite multiple offers from Russian-affiliated individuals to assist the Trump campaign.""
“I am reviewing the conduct of the investigation and trying to get my arms around all the aspects of the counterintelligence investigation that was conducted during the summer of 2016,” Barr said at the hearing.
FBI BLAMES SYSTEM-WIDE SOFTWARE FAILURE FOR MISSING STRZOK TEXTS; STRZOK'S MUELLER PHONE TOTALLY WIPED
Barr also was questioned about the initial Foreign Intelligence Surveillance Act (FISA) warrants approved to surveil members of the Trump campaign, including former Trump aide Carter Page.
Republicans have called for a careful review as to whether the FBI, in violation of Page's constitutional rights and FBI procedures, misled the FISA court or withheld exculpatory information, and Barr testified that a DOJ review of the FBI's FISA practices was in progress.
The FBI's ultimately successful October 2016 warrant application to surveil Page, which relied in part on information from British ex-spy Christopher Steele – whose anti-Trump views are now well-documented – flatly accused Page of conspiring with Russians. Page has never been charged with any wrongdoing, and he since has sued the Democratic National Committee (DNC) for defamation. President Trump vows to release FISA documents
What could we learn from them? Republican strategist Ned Ryun weighs in.
The FBI assured the FISA court on numerous occasions -- in the October 2016 warrant application and in subsequent renewals -- that other sources, including a Yahoo News article, independently corroborated Steele's claims, without evidence to back it up. It later emerged that Steele was also the source of the Yahoo News article, written by reporter Michael Isikoff.
The FBI also quoted directly from a disputed Washington Post opinion piece to argue that Trump's views on providing lethal arms to Ukraine, and working towards better relations with Russia, was a possible indicator that the campaign had been compromised.
The Trump campaign, at the time, supported only providing only defensive arms to Ukrainians, and rejected a single Republican delegate's proposed platform amendment that called for providing lethal arms. Later, the Trump administration changed course and approved lethal arms sales to Ukraine.
The FBI did not provide its own independent assessment of whether the Washington Post opinion piece contained accurate information, and did not mention that the Obama administration had the same policy towards arming Ukraine as the one Trump's team supported.
The FBI also did not clearly state that Steele worked for a firm hired by Hillary Clinton's campaign. Instead, the FBI only indicated that Steele's dossier was prepared in conjunction with a presidential campaign.
TRUMP VOWS TO DECLASSIFY, RELEASE FISA DOCS, RELATED MATERIALS NOW THAT MUELLER PROBE IS OVER
Fox News exclusively obtained internal FBI text messages last month showing that just nine days before the FBI applied for the Page FISA warrant, bureau officials were battling with a senior Justice Department official who had ""continued concerns"" about the ""possible bias"" of a source pivotal to the application.
CLICK HERE TO GET THE FOX NEWS APP
Fox News also has been told the Justice Department's Inspector General (IG) was looking separately into whether Comey mishandled classified information by including a variety of sensitive matters in his private memos.
A DOJ court filing on Monday night revealed that Comey incorporated into his private documents, among other key details, the name and code name of a confidential human source.
Fox News' Brooke Singman contributed to this report. Gregg Re is an editor and attorney based in Los Angeles. Follow him on Twitter @gregg_re . Trending in Politics"
Tucker: 'Foreign policy expert' says border is fine | On Air,video.foxnews.com,foxnews.com,04-09-2019,2019,4,http://video.foxnews.com/v/6024509297001/,Washington elites in denial over the immigration crisis at the southern border.
Businessman invites Rep. Alexandria Ocasio-Cortez to dinner to talk capitalism | On Air,video.foxnews.com,foxnews.com,04-09-2019,2019,4,http://video.foxnews.com/v/6024503093001/,Global philanthropist Foster Friess discuss his invitation to the freshman congresswoman on 'The Story.'
"AG Barr expected to release redacted, color-coded Mueller report | On Air",video.foxnews.com,foxnews.com,04-09-2019,2019,4,http://video.foxnews.com/v/6024484357001/,"Barr testifies on Capitol Hill, gives deadline for Mueller report release; reaction and analysis from the 'Special Report' all-star panel."
