"title, publication, authors, date, year, month, url, content"
Mayor Pete Buttigieg Hits L.A. to Gin Up Hollywood Support,www.breitbart.com,Cyd Sharpe,04-02-2019,2019,4,https://www.breitbart.com/politics/2019/04/02/pete-buttigieg-hits-l-a-to-gin-up-hollywood-support/#post-40,"TRUMP during NRCC speech: ""If you have a windmill anywhere near your
house, congratulations, your house just went down 75 percent in value.
And they say the noise causes cancer. You tell me that one, okay? Rerrrr
rerrrr!""
“They” being the voices in Trump’s head."
Mayor Pete Buttigieg Hits L.A. to Gin Up Hollywood Support,www.breitbart.com,Tony Gilder,04-02-2019,2019,4,https://www.breitbart.com/politics/2019/04/02/pete-buttigieg-hits-l-a-to-gin-up-hollywood-support/#post-48,A gays are bottoms. Nobody ever came out as a top.
Mayor Pete Buttigieg Hits L.A. to Gin Up Hollywood Support,www.breitbart.com,TheWorldisWhacked,04-02-2019,2019,4,https://www.breitbart.com/politics/2019/04/02/pete-buttigieg-hits-l-a-to-gin-up-hollywood-support/#post-50,Another useless homosexual...
Mayor Pete Buttigieg Hits L.A. to Gin Up Hollywood Support,www.breitbart.com,Tony Gilder,04-02-2019,2019,4,https://www.breitbart.com/politics/2019/04/02/pete-buttigieg-hits-l-a-to-gin-up-hollywood-support/#post-49,Oh shut up with that bs trick.
Mayor Pete Buttigieg Hits L.A. to Gin Up Hollywood Support,www.breitbart.com,Cyd Sharpe,04-02-2019,2019,4,https://www.breitbart.com/politics/2019/04/02/pete-buttigieg-hits-l-a-to-gin-up-hollywood-support/#post-39,His father came here from Malta and his name is pronounced as Budda-Jidge.
Mayor Pete Buttigieg Hits L.A. to Gin Up Hollywood Support,www.breitbart.com,peelosiMS-13queen,04-02-2019,2019,4,https://www.breitbart.com/politics/2019/04/02/pete-buttigieg-hits-l-a-to-gin-up-hollywood-support/#post-43,Wash-Ex- - Pete Buttigieg's father was a Marxist professor who lauded the Communist Manifesto.
Mayor Pete Buttigieg Hits L.A. to Gin Up Hollywood Support,www.breitbart.com,Navy_Vet,04-02-2019,2019,4,https://www.breitbart.com/politics/2019/04/02/pete-buttigieg-hits-l-a-to-gin-up-hollywood-support/#post-41,Beto & Buttplug 2020. The perfect democRAT ticket.
Mayor Pete Buttigieg Hits L.A. to Gin Up Hollywood Support,www.breitbart.com,Kenner,04-02-2019,2019,4,https://www.breitbart.com/politics/2019/04/02/pete-buttigieg-hits-l-a-to-gin-up-hollywood-support/#post-42,"I could never support him, but he is a 'good and decent person' -been reading about his tenure as mayor."
Mayor Pete Buttigieg Hits L.A. to Gin Up Hollywood Support,www.breitbart.com,Tony Gilder,04-02-2019,2019,4,https://www.breitbart.com/politics/2019/04/02/pete-buttigieg-hits-l-a-to-gin-up-hollywood-support/#post-45,Not really. He is not the only queen running. He has to get past Senorita Castro.
Mayor Pete Buttigieg Hits L.A. to Gin Up Hollywood Support,www.breitbart.com,Tony Gilder,04-02-2019,2019,4,https://www.breitbart.com/politics/2019/04/02/pete-buttigieg-hits-l-a-to-gin-up-hollywood-support/#post-47,They hate him in his hometown.
