"title, publication, authors, date, year, month, url, content"
Ohio Proposal Would Award Electoral Votes to Popular Vote Winner,www.breitbart.com,WeePuck,04-03-2019,2019,4,https://www.breitbart.com/politics/2019/04/03/ohio-proposal-award-electoral-votes-popular-vote-winner/#post-87,"I don't quite follow. What ""individual responsibility"" do you think I'm neglecting?
Moreover, I'm not questioning the legality of the Electoral College or the legitamacy of it's outcome. But it's definitely the case that the Electoral College weights some American votes more heavily that other American votes based on geography...and by extension, party. Maybe you have a reason you tell yourself why citizen votes shouldn't count equally- as they might in a more popular based counting system- but I'm skeptical if the answer isn't some variant of ""the GOP deserves special help."""
Nolte: Tucker Carlson Beat All of CNN's Prime Time Shows … Combined,www.breitbart.com,Jeff Omarah,04-03-2019,2019,4,https://www.breitbart.com/the-media/2019/04/03/nolte-tucker-carlson-beat-all-of-cnns-prime-time-shows-combined/#post-78,Good analysis Virgil. Goodstein also makes me sick as does Swallowswell.
Nolte: Tucker Carlson Beat All of CNN's Prime Time Shows … Combined,www.breitbart.com,Marshall Gill,04-03-2019,2019,4,https://www.breitbart.com/the-media/2019/04/03/nolte-tucker-carlson-beat-all-of-cnns-prime-time-shows-combined/#post-65,"Yes, he talks about all the issues and plays no favorites. I'm happy to see his ratings success since he is under such a barage of attacks to get him off the air. Particularly interesting for me are his discussions and rants about the struggles of the middle class and how economic policies from the left and right despite their apparent economic value are hurting American culture, and that along with his unrestrained defense of our culture for which he has been called a white supremacist."
Ohio Proposal Would Award Electoral Votes to Popular Vote Winner,www.breitbart.com,stairgauge,04-03-2019,2019,4,https://www.breitbart.com/politics/2019/04/03/ohio-proposal-award-electoral-votes-popular-vote-winner/#post-49,You can bet the communists will push it all the way to the courts.... that is scary.
Ohio Proposal Would Award Electoral Votes to Popular Vote Winner,www.breitbart.com,Bigg_cali,04-03-2019,2019,4,https://www.breitbart.com/politics/2019/04/03/ohio-proposal-award-electoral-votes-popular-vote-winner/#post-96,"""But it is true that the Electoral College only ""protects"" some voters by weighting their votes over others. I'm sure you've noticed that Presidential candidates really only campaign in a handful of states.""
This is sophistry. The idea that the EC unfairly advantages smaller states over bigger ones is ludicrous, and unsupported by the facts. California has 55 electoral votes; Wyoming, Montana and a few other states each have three. Are you seriously suggesting that their feeble, little, paltry three EC votes give those small states an advantage over CA? Please.
Whichever Democrat is running for president already has an automatic 20% head start on the way to 270 because that Democrat can count on CA without even breaking a sweat there; all they do in CA is raise money.
Contrary to your assertions, the EC ensures that presidential candidates campaign in more states than they otherwise would; without it, 17 or 18 urban areas would decide the outcome of our national elections, and no candidate would ever waste any time or money visiting any of the states that don't have those cities.
You have neither logic nor facts on your side here."
Nolte: Tucker Carlson Beat All of CNN's Prime Time Shows … Combined,www.breitbart.com,Tom Jones,04-03-2019,2019,4,https://www.breitbart.com/the-media/2019/04/03/nolte-tucker-carlson-beat-all-of-cnns-prime-time-shows-combined/#post-75,"I didn’t like Greg at first but I like him now. I sort of wish Jesse would squish Juan once in a
while. Dana has been a disappointment."
Nolte: Tucker Carlson Beat All of CNN's Prime Time Shows … Combined,www.breitbart.com,Ed,04-03-2019,2019,4,https://www.breitbart.com/the-media/2019/04/03/nolte-tucker-carlson-beat-all-of-cnns-prime-time-shows-combined/#post-92,"I hope that Fox is paying Juan lotsa $$$ to act the part of the looney lib opposing view; however, it appears more and more that he really does believe the nonsense that he spouts! I’m waiting for the fisticuffs to start between Jesse and Juan - even Gregg appears to be fed-up with him!"
Nolte: Tucker Carlson Beat All of CNN's Prime Time Shows … Combined,www.breitbart.com,Clarence,04-03-2019,2019,4,https://www.breitbart.com/the-media/2019/04/03/nolte-tucker-carlson-beat-all-of-cnns-prime-time-shows-combined/#post-83,Donna Brazil: UGH. Moral reprobate
Nolte: Tucker Carlson Beat All of CNN's Prime Time Shows … Combined,www.breitbart.com,Jay Patterson,04-03-2019,2019,4,https://www.breitbart.com/the-media/2019/04/03/nolte-tucker-carlson-beat-all-of-cnns-prime-time-shows-combined/#post-60,"Beckle was a druggie, a drunk, and in total one f'd up dude."
Nolte: Tucker Carlson Beat All of CNN's Prime Time Shows … Combined,www.breitbart.com,LeAnn Grimy,04-03-2019,2019,4,https://www.breitbart.com/the-media/2019/04/03/nolte-tucker-carlson-beat-all-of-cnns-prime-time-shows-combined/#post-99,Goodstein is sure one Dem Party hack - what a gasbag.
Ohio Proposal Would Award Electoral Votes to Popular Vote Winner,www.breitbart.com,stairgauge,04-03-2019,2019,4,https://www.breitbart.com/politics/2019/04/03/ohio-proposal-award-electoral-votes-popular-vote-winner/#post-69,They don't think that will ever happen because their voter fraud efforts are too successful in populous Democrat states.
Ohio Proposal Would Award Electoral Votes to Popular Vote Winner,www.breitbart.com,Lee Miller,04-03-2019,2019,4,https://www.breitbart.com/politics/2019/04/03/ohio-proposal-award-electoral-votes-popular-vote-winner/#post-76,It depends on how much control. See Article 5 of the US Constitution.
Nolte: Tucker Carlson Beat All of CNN's Prime Time Shows … Combined,www.breitbart.com,Scorpio Sting,04-03-2019,2019,4,https://www.breitbart.com/the-media/2019/04/03/nolte-tucker-carlson-beat-all-of-cnns-prime-time-shows-combined/#post-72,"Animals ARE great! That ‘s a good segment, too."
Nolte: Tucker Carlson Beat All of CNN's Prime Time Shows … Combined,www.breitbart.com,Fleetwood Factor,04-03-2019,2019,4,https://www.breitbart.com/the-media/2019/04/03/nolte-tucker-carlson-beat-all-of-cnns-prime-time-shows-combined/#post-31,Sounds like my congressman from hode Island never stops talking. R.I ...LOVES him
Nolte: Tucker Carlson Beat All of CNN's Prime Time Shows … Combined,www.breitbart.com,Duane,04-03-2019,2019,4,https://www.breitbart.com/the-media/2019/04/03/nolte-tucker-carlson-beat-all-of-cnns-prime-time-shows-combined/#post-100,"Stefan I absolutely agree with you! I can't stand it when they just KEEP talking. They are rude and they know it. It makes me change channels. I like Tucker, but he has to shut them up on occasion or better yet turn off their mics!"
Nolte: Tucker Carlson Beat All of CNN's Prime Time Shows … Combined,www.breitbart.com,Spadeshoveler,04-03-2019,2019,4,https://www.breitbart.com/the-media/2019/04/03/nolte-tucker-carlson-beat-all-of-cnns-prime-time-shows-combined/#post-88,"Right, I thought he came to us from the Brexit movement. He does challenge crony Caps left and right but seems a little too compromising in some of his solutions. He is much more of a big govt type than Tucker supporting the idea that govt has solutions and populism will give us better people. Good Luck With That.."
Nolte: Tucker Carlson Beat All of CNN's Prime Time Shows … Combined,www.breitbart.com,sullyxter,04-03-2019,2019,4,https://www.breitbart.com/the-media/2019/04/03/nolte-tucker-carlson-beat-all-of-cnns-prime-time-shows-combined/#post-45,"does make ya wonder. he just thinks of his paycheck -- if he were red pilled, we'd never know because of it. Fox would just hire some other lefty jerk."
Ohio Proposal Would Award Electoral Votes to Popular Vote Winner,www.breitbart.com,Bullet2354,04-03-2019,2019,4,https://www.breitbart.com/politics/2019/04/03/ohio-proposal-award-electoral-votes-popular-vote-winner/#post-83,"You do not now or ever have voted for the President of the US. You vote only to instruct your states Electors how you wish them to vote. The President is ACTUALLY elected by the Electoral College. If you went to school, get your money back. You didnt learn squat."
Nolte: Tucker Carlson Beat All of CNN's Prime Time Shows … Combined,www.breitbart.com,4/GOD & Country,04-03-2019,2019,4,https://www.breitbart.com/the-media/2019/04/03/nolte-tucker-carlson-beat-all-of-cnns-prime-time-shows-combined/#post-52,"I get why he's there, but I have to theory that if you believe 100% in one side, you are a moron. He just proves that point. You can't be an individual and follow a complete party line. It doesn't work. And the shock when somebody says something? ""Oh I just can't believe you said that. That is shocking."" but then defend his side that says much worse. Argh. I think i need an ativan just thinking about that idiot."
Ohio Proposal Would Award Electoral Votes to Popular Vote Winner,www.breitbart.com,Sally,04-03-2019,2019,4,https://www.breitbart.com/politics/2019/04/03/ohio-proposal-award-electoral-votes-popular-vote-winner/#post-51,"That is the first step,
the second step is
never let a D win."
"Kamala Harris Donors, Staffers Are Hillary Clinton 3.0 | Breitbart",www.breitbart.com,Enoch,04-03-2019,2019,4,https://www.breitbart.com/politics/2019/04/03/kamala-harris-donors-staffers-are-hillary-clinton-3-0/#post-13,"I call her the female Obama.
I'm sure agents of the FBI are eager for her to set up the next DNC spy ring."
Ohio Proposal Would Award Electoral Votes to Popular Vote Winner,www.breitbart.com,2ndReconBnCCo,04-03-2019,2019,4,https://www.breitbart.com/politics/2019/04/03/ohio-proposal-award-electoral-votes-popular-vote-winner/#post-99,"I've been ""Ossified""
Funny, view is the same"
Nolte: Tucker Carlson Beat All of CNN's Prime Time Shows … Combined,www.breitbart.com,Tatza,04-03-2019,2019,4,https://www.breitbart.com/the-media/2019/04/03/nolte-tucker-carlson-beat-all-of-cnns-prime-time-shows-combined/#post-56,I'm glad he talks over their BS. Personally.
"Kamala Harris Donors, Staffers Are Hillary Clinton 3.0 | Breitbart",www.breitbart.com,johnfored,04-03-2019,2019,4,https://www.breitbart.com/politics/2019/04/03/kamala-harris-donors-staffers-are-hillary-clinton-3-0/#post-16,It's obvious the Dems are trying to force Biden out in order to clear the field for a primary victory for Kamala!
Ohio Proposal Would Award Electoral Votes to Popular Vote Winner,www.breitbart.com,Post Time,04-03-2019,2019,4,https://www.breitbart.com/politics/2019/04/03/ohio-proposal-award-electoral-votes-popular-vote-winner/#post-71,That flies in the face of small central government. The federal government should be so far off in the distance as to be unseen and not felt in our lives
